TransactionAmount,CustomerAge,TransactionDuration,AccountBalance,Cluster,TransactionType,Channel
254.77,57.0,57.0,5994.87,0,Debit,Branch
795.96,65.0,119.0,5468.58,1,Debit,Online
149.25,39.0,142.0,5677.52,2,Debit,ATM
3.42,43.0,158.0,14180.21,4,Credit,Online
68.19,40.0,189.0,9895.1,4,Credit,Online
493.4200000000001,39.0,111.0,2232.84,0,Debit,Branch
37.57,57.0,42.00000000000001,7739.54,2,Debit,ATM
127.00000000000001,19.0,68.00000000000001,431.16,3,Credit,Branch
96.89,59.0,53.00000000000001,6044.93,2,Debit,ATM
448.33,25.0,161.0,922.19,2,Debit,ATM
1116.48,51.0,55.0,447.53,2,Debit,ATM
8.65,48.0,273.0,10778.35,1,Debit,Online
65.57,41.0,82.0,7513.79,1,Debit,Online
539.81,46.0,177.0,2051.25,5,Debit,Online
363.53,63.0,142.0,1038.91,2,Debit,ATM
64.9,51.0,72.0,6854.61,3,Credit,Branch
358.18,18.0,157.0,619.86,2,Debit,ATM
167.2,30.0,84.00000000000001,11320.83,0,Debit,Branch
121.90999999999998,60.0,133.0,14510.8,0,Debit,Branch
137.57,54.0,70.0,5103.67,1,Debit,Online
534.62,55.0,45.0,13793.53,1,Debit,Online
463.92,50.0,199.0,2403.39,1,Debit,Online
320.14,60.0,96.0,3075.97,1,Debit,Online
214.93,28.0,52.00000000000001,7835.4,5,Debit,Online
660.02,20.0,84.00000000000001,414.43,0,Debit,Branch
345.81,40.0,135.0,6116.8,0,Debit,Branch
143.54,71.0,80.0,6067.62,2,Debit,ATM
42.55,53.0,29.000000000000004,7341.43,0,Debit,Branch
1063.25,21.0,128.0,1240.71,4,Credit,Online
541.79,22.0,125.0,1454.08,2,Debit,ATM
40.57,26.0,63.0,1476.91,0,Debit,Branch
120.24000000000001,18.0,131.0,1943.1300000000003,0,Debit,Branch
498.66999999999996,28.0,244.0,1719.97,5,Debit,Online
227.22,53.0,220.0,832.82,2,Debit,ATM
1182.86,30.0,34.0,7696.16,5,Debit,Online
56.94,76.0,74.0,7004.63,4,Credit,Online
629.82,68.0,159.0,6385.69,2,Debit,ATM
59.44,35.0,176.0,5472.03,5,Debit,Online
186.69,30.0,53.99999999999999,8602.22,0,Debit,Branch
230.46,19.0,179.0,162.53,5,Debit,Online
65.09,44.0,159.0,9370.9,4,Credit,Online
457.09,55.0,63.0,8570.82,4,Credit,Online
552.02,44.0,100.00000000000001,522.08,4,Credit,ATM
377.12,34.0,61.00000000000001,836.6699999999998,2,Debit,ATM
204.56,18.0,179.0,364.72,3,Credit,Branch
420.28,35.0,144.0,8557.32,0,Debit,Branch
97.09,24.0,202.0,1579.57,2,Debit,ATM
124.59,27.0,171.0,129.29,0,Debit,Branch
73.88,39.0,34.0,6474.41,1,Debit,Online
77.43,21.0,169.0,1380.21,5,Debit,Online
106.16,56.0,277.0,7487.790000000001,2,Debit,ATM
245.93,54.0,172.0,7986.629999999999,0,Debit,Branch
622.41,64.0,125.0,7322.01,2,Debit,ATM
43.73,34.0,145.0,9929.43,2,Debit,ATM
1282.86,19.0,68.00000000000001,1830.98,0,Debit,Branch
2.03,33.0,28.0,3012.31,4,Credit,ATM
770.65,31.0,137.0,7198.8,5,Debit,Online
260.31,63.0,113.0,10980.38,0,Debit,Branch
356.1,26.0,187.0,868.35,3,Credit,Branch
27.07,80.0,39.0,3773.2899999999995,3,Credit,Branch
119.89,67.0,60.00000000000001,6697.77,2,Debit,ATM
106.39,37.0,281.0,9410.99,1,Debit,Online
12.04,37.0,58.00000000000001,6213.32,1,Debit,Online
365.7,21.0,115.0,368.78,0,Debit,Branch
29.38,28.0,63.0,1663.31,3,Credit,Branch
319.85,60.0,148.0,711.6599999999999,2,Debit,ATM
350.14,75.0,37.99999999999999,2403.25,4,Credit,Online
163.94,52.0,73.0,5957.37,3,Credit,Branch
170.53,24.0,58.00000000000001,801.01,0,Debit,Branch
262.22,40.0,136.0,5711.71,4,Credit,ATM
41.49,24.0,13.0,928.33,5,Debit,Online
121.43,52.0,243.0,7365.28,3,Credit,Branch
350.46,51.0,165.0,5839.38,0,Debit,Branch
220.41,26.0,155.0,5116.98,4,Credit,Online
33.46,72.0,111.0,3641.07,2,Debit,ATM
104.79,70.0,223.0,1352.19,2,Debit,ATM
246.27000000000004,29.0,141.0,7299.86,5,Debit,Online
48.85,19.0,176.0,1503.56,2,Debit,ATM
332.0,69.0,17.0,5943.13,2,Debit,ATM
118.1,54.0,167.0,895.6599999999999,1,Debit,Online
84.59,67.0,10.0,5669.1,3,Credit,Branch
295.64,21.0,82.0,1061.96,5,Debit,Online
514.33,25.0,160.0,1592.94,0,Debit,Branch
992.1700000000001,43.0,169.0,6215.96,2,Debit,ATM
94.59,39.0,34.0,6171.89,1,Debit,Online
80.43,59.0,157.0,5987.67,0,Debit,Branch
54.25,68.0,37.0,14783.33,1,Debit,Online
178.88,76.0,93.0,4708.29,3,Credit,Branch
518.85,22.0,82.0,1806.0,5,Debit,Online
10.65,54.0,161.0,13240.72,1,Debit,Online
198.62,27.0,84.00000000000001,1196.07,3,Credit,Branch
107.03,27.0,73.0,1408.07,0,Debit,Branch
139.57,19.0,263.0,271.78,2,Debit,ATM
312.47,49.0,148.0,9419.27,2,Debit,ATM
346.11,41.0,213.0,9551.64,0,Debit,Branch
138.06,44.0,159.0,1070.47,0,Debit,Branch
158.02,49.0,120.0,9374.24,2,Debit,ATM
830.01,66.0,96.0,4253.18,4,Credit,Online
435.5,55.0,112.0,6981.03,2,Debit,ATM
110.49,57.0,48.0,10483.93,1,Debit,Online
329.4,34.0,68.00000000000001,9588.07,1,Debit,Online
635.4,47.0,106.0,1238.11,2,Debit,ATM
769.97,22.0,22.999999999999996,1244.93,0,Debit,Branch
175.07,26.0,169.0,1040.25,0,Debit,Branch
7.31,78.0,282.0,5757.67,0,Debit,Branch
175.15,27.0,32.0,1712.65,2,Debit,ATM
32.54,25.0,183.0,1544.88,5,Debit,Online
121.82000000000001,60.0,119.0,13293.83,1,Debit,Online
56.12,30.0,102.0,8839.67,2,Debit,ATM
424.7,56.0,178.0,6239.89,4,Credit,Online
35.16,32.0,130.0,8459.18,0,Debit,Branch
35.73,65.0,87.0,9073.17,0,Debit,Branch
3.44,78.0,107.99999999999999,7561.33,2,Debit,ATM
1342.25,21.0,235.0,694.03,3,Credit,Branch
139.03,50.0,81.0,2276.57,4,Credit,Online
254.92,28.0,169.0,2791.12,4,Credit,ATM
115.11,28.0,139.0,9808.97,1,Debit,Online
171.11,57.0,171.0,6324.09,2,Debit,ATM
168.54,70.0,142.0,13406.0,2,Debit,ATM
420.76,51.0,75.99999999999999,6581.55,0,Debit,Branch
408.46,64.0,28.0,3140.79,0,Debit,Branch
1162.42,30.0,45.0,10357.26,4,Credit,Online
342.17,21.0,247.0,461.83,3,Credit,Branch
580.71,53.0,95.0,5670.0,2,Debit,ATM
821.54,79.0,36.0,4040.3199999999997,3,Credit,Branch
253.47,20.0,238.0,220.51,0,Debit,Branch
22.81,62.0,75.0,3634.76,1,Debit,Online
266.57,39.0,96.0,7180.48,4,Credit,Online
374.61,75.0,37.0,1389.71,4,Credit,Online
339.35,78.0,70.0,5002.7,4,Credit,ATM
810.36,20.0,67.0,9239.12,2,Debit,ATM
9.83,24.0,86.0,666.42,2,Debit,ATM
135.57,51.0,116.00000000000001,11351.64,3,Credit,Branch
340.05,43.0,37.0,7234.15,2,Debit,ATM
283.45,27.0,127.0,2049.51,0,Debit,Branch
100.99,68.0,114.0,8865.27,2,Debit,ATM
90.88,18.0,176.0,3908.4700000000003,0,Debit,Branch
655.15,26.0,264.0,5587.44,2,Debit,ATM
320.55,50.0,118.0,438.75,5,Debit,Online
41.51,28.0,48.0,609.5999999999999,5,Debit,Online
71.53,68.0,39.0,2393.73,3,Credit,Branch
467.13,54.0,45.0,3914.84,3,Credit,Branch
235.4,28.0,70.0,818.3599999999999,0,Debit,Branch
159.32,18.0,100.00000000000001,304.44,0,Debit,Branch
50.83,30.0,48.0,9553.42,4,Credit,Online
56.89,59.0,56.0,3034.67,3,Credit,Branch
20.22,43.0,138.0,5515.32,2,Debit,ATM
50.4,36.0,84.00000000000001,1677.01,0,Debit,Branch
73.88,53.0,131.0,4055.55,0,Debit,Branch
119.61,33.0,53.00000000000001,9899.94,2,Debit,ATM
1241.05,18.0,129.0,756.74,0,Debit,Branch
116.58,43.0,247.0,2620.74,0,Debit,Branch
1919.1100000000001,30.0,161.0,11090.24,2,Debit,ATM
391.96,64.0,79.0,2174.16,2,Debit,ATM
156.26,46.0,160.0,7854.100000000001,3,Credit,Branch
427.0,49.0,163.0,8253.65,3,Credit,Branch
443.68,18.0,137.0,874.1499999999999,2,Debit,ATM
101.76,31.0,26.0,6043.25,0,Debit,Branch
67.57,37.0,107.0,2766.12,0,Debit,Branch
326.29,56.0,179.0,8171.259999999999,1,Debit,Online
158.56,33.0,100.00000000000001,5401.21,2,Debit,ATM
56.02,27.0,142.0,3548.02,5,Debit,Online
288.28,27.0,36.0,160.83,5,Debit,Online
245.67,24.0,107.0,752.2499999999999,3,Credit,Branch
152.18,39.0,176.0,2459.84,4,Credit,Online
114.35,41.0,21.000000000000004,469.12,3,Credit,Branch
373.27,61.0,79.0,8441.61,4,Credit,Online
504.63000000000005,60.0,168.00000000000003,3806.16,1,Debit,Online
126.22,46.0,77.0,6133.41,2,Debit,ATM
820.15,47.0,181.0,8802.97,0,Debit,Branch
986.8099999999998,68.0,127.0,14881.77,4,Credit,Online
8.37,63.0,135.0,1106.34,2,Debit,ATM
197.49,53.0,30.0,5005.33,4,Credit,Online
637.97,58.0,90.0,7949.03,0,Debit,Branch
13.52,26.0,65.0,259.77,2,Debit,ATM
432.1,49.0,240.0,2114.3,2,Debit,ATM
375.17,51.0,66.0,5495.3,2,Debit,ATM
642.68,50.0,94.0,8461.46,0,Debit,Branch
78.44,52.0,292.0,6870.84,4,Credit,Online
139.72,49.0,201.0,5058.83,0,Debit,Branch
499.99,31.0,296.0,8885.0,0,Debit,Branch
10.07,24.0,49.0,530.81,5,Debit,Online
120.61999999999999,23.0,85.0,9379.53,2,Debit,ATM
578.49,59.0,180.0,6475.13,0,Debit,Branch
119.3,34.0,22.0,319.04,0,Debit,Branch
280.92,41.0,168.00000000000003,5298.85,1,Debit,Online
42.42,21.0,102.0,490.57,5,Debit,Online
77.03,67.0,259.0,11310.27,2,Debit,ATM
22.59,62.0,45.0,3988.75,2,Debit,ATM
568.76,51.0,155.0,7484.319999999999,2,Debit,ATM
25.94,58.0,211.0,4815.11,4,Credit,Online
105.94,51.0,207.0,5963.1,0,Debit,Branch
733.29,52.0,94.0,10427.0,2,Debit,ATM
350.15,21.0,195.0,296.47,4,Credit,ATM
1151.18,65.0,105.0,1100.06,2,Debit,ATM
183.67,19.0,238.0,910.26,5,Debit,Online
278.27,29.0,123.0,6684.34,0,Debit,Branch
470.3,40.0,88.0,8524.09,2,Debit,ATM
261.69,53.0,84.00000000000001,5126.65,2,Debit,ATM
365.04,22.0,94.0,873.8899999999999,0,Debit,Branch
211.1,57.0,136.0,7059.77,0,Debit,Branch
21.49,58.0,240.0,11991.24,2,Debit,ATM
63.58,18.0,199.0,8086.040000000001,2,Debit,ATM
321.86,63.0,167.0,12626.49,2,Debit,ATM
12.11,75.0,127.0,1730.28,0,Debit,Branch
642.54,44.0,28.0,3143.17,0,Debit,Branch
210.45,27.0,146.0,1242.49,2,Debit,ATM
313.65,55.0,173.0,1886.36,3,Credit,Branch
99.76,26.0,131.0,416.89,0,Debit,Branch
115.32,53.0,113.0,5929.08,0,Debit,Branch
33.61,23.0,72.0,479.08,5,Debit,Online
498.59,33.0,32.0,5862.99,4,Credit,Online
98.81,27.0,91.0,797.1,0,Debit,Branch
1.8700000000000003,65.0,147.0,7287.94,2,Debit,ATM
78.92,59.0,95.0,5624.86,4,Credit,Online
194.29,39.0,10.0,2988.41,3,Credit,Branch
28.73,53.0,185.0,2712.96,2,Debit,ATM
105.53,24.0,88.0,1433.66,5,Debit,Online
737.34,30.0,34.0,7336.56,5,Debit,Online
237.86,18.0,210.0,475.62999999999994,2,Debit,ATM
409.61,65.0,89.0,11698.15,0,Debit,Branch
75.53,21.0,157.0,1034.35,4,Credit,Online
72.75,64.0,15.0,12042.79,2,Debit,ATM
39.11,26.0,143.0,518.54,5,Debit,Online
1309.79,23.0,139.0,1258.93,2,Debit,ATM
729.38,68.0,90.0,9127.65,2,Debit,ATM
137.49,34.0,50.00000000000001,4471.05,2,Debit,ATM
504.71,29.0,61.00000000000001,6214.54,5,Debit,Online
371.47,24.0,58.00000000000001,1187.04,3,Credit,Branch
430.35,36.0,205.0,354.9,5,Debit,Online
230.32,35.0,56.0,791.46,0,Debit,Branch
121.71,52.0,140.0,5878.89,2,Debit,ATM
98.87,20.0,179.0,533.2,5,Debit,Online
117.55,24.0,35.0,897.94,2,Debit,ATM
244.64,30.0,103.0,9159.56,0,Debit,Branch
321.93,45.0,12.0,4392.73,2,Debit,ATM
1092.73,58.0,11.0,1390.98,0,Debit,Branch
283.23,40.0,98.0,2008.7700000000002,5,Debit,Online
346.65,30.0,60.00000000000001,6356.96,5,Debit,Online
381.62,64.0,164.0,6009.12,1,Debit,Online
388.65,76.0,43.0,7896.850000000001,2,Debit,ATM
29.22,24.0,151.0,1649.43,2,Debit,ATM
46.75,67.0,150.0,2840.43,0,Debit,Branch
348.64,57.0,128.0,3274.96,1,Debit,Online
319.17,73.0,81.0,6501.56,1,Debit,Online
73.95,26.0,75.99999999999999,363.92,2,Debit,ATM
389.63,27.0,99.0,9748.48,1,Debit,Online
217.61,19.0,45.0,1404.53,2,Debit,ATM
199.84,21.0,150.0,706.44,2,Debit,ATM
56.35,44.0,75.0,5095.73,2,Debit,ATM
248.95000000000002,65.0,29.000000000000004,3059.79,3,Credit,Branch
142.58,33.0,145.0,7844.23,2,Debit,ATM
1020.7299999999999,28.0,87.0,1119.61,2,Debit,ATM
84.34,58.0,247.99999999999997,5313.97,1,Debit,Online
1607.55,31.0,156.0,6227.99,2,Debit,ATM
333.78,60.0,98.0,6810.94,2,Debit,ATM
332.59,55.0,143.0,1457.07,1,Debit,Online
236.81,22.0,15.0,813.68,0,Debit,Branch
417.8,27.0,130.0,1518.82,3,Credit,Branch
319.27,50.0,150.0,10269.78,2,Debit,ATM
384.1,42.0,172.0,672.7899999999998,0,Debit,Branch
820.62,61.0,158.0,6024.8,3,Credit,Branch
474.77,56.0,50.00000000000001,2158.59,4,Credit,Online
542.72,43.0,91.99999999999999,6011.8,3,Credit,Branch
79.8,73.0,75.99999999999999,6372.58,2,Debit,ATM
46.24,57.0,52.00000000000001,2569.56,0,Debit,Branch
327.8,61.0,53.99999999999999,10585.48,2,Debit,ATM
445.79,52.0,161.0,717.9899999999999,2,Debit,ATM
55.89,72.0,150.0,3689.65,1,Debit,Online
158.41,28.0,16.0,1512.16,0,Debit,Branch
101.19,64.0,75.0,14389.45,4,Credit,Online
827.14,36.0,265.0,9800.21,0,Debit,Branch
61.970000000000006,74.0,95.0,7014.69,2,Debit,ATM
27.21,79.0,102.0,3520.61,2,Debit,ATM
173.74,80.0,64.0,4913.42,1,Debit,Online
176.11,38.0,105.0,9155.35,0,Debit,Branch
88.4,46.0,174.0,2567.53,5,Debit,Online
567.92,53.0,14.0,3779.4699999999993,1,Debit,Online
138.11,68.0,104.0,4177.65,4,Credit,Online
456.93,28.0,193.0,7284.76,3,Credit,Branch
101.42,66.0,146.0,6530.59,1,Debit,Online
300.61,44.0,51.00000000000001,7895.540000000001,1,Debit,Online
265.94,54.0,132.0,6781.3,1,Debit,Online
345.54,29.0,50.00000000000001,2091.78,5,Debit,Online
411.52,41.0,88.0,11108.39,2,Debit,ATM
111.21,35.0,111.0,9088.36,0,Debit,Branch
316.37,53.0,86.0,4671.69,2,Debit,ATM
260.63,37.0,142.0,7534.7300000000005,0,Debit,Branch
92.36,29.0,144.0,6353.14,2,Debit,ATM
262.06,63.0,118.0,13587.52,0,Debit,Branch
64.5,74.0,230.0,1351.24,2,Debit,ATM
253.55,28.0,85.0,2797.26,2,Debit,ATM
408.28,21.0,125.0,1222.77,3,Credit,Branch
175.94,57.0,89.0,3728.0400000000004,2,Debit,ATM
199.47,57.0,142.0,6067.44,1,Debit,Online
51.07,63.0,133.0,4292.16,0,Debit,Branch
435.86,56.0,134.0,3801.8200000000006,2,Debit,ATM
74.73,64.0,162.0,6353.22,3,Credit,Branch
182.79,23.0,14.0,1251.85,4,Credit,Online
628.36,44.0,107.99999999999999,11869.71,1,Debit,Online
268.39,29.0,177.0,9409.43,1,Debit,Online
362.27,80.0,47.0,6003.59,2,Debit,ATM
560.15,50.0,91.99999999999999,817.83,4,Credit,Online
351.99,80.0,45.0,3663.64,2,Debit,ATM
132.36,28.0,160.0,319.65,0,Debit,Branch
24.77,40.0,17.0,478.23,4,Credit,Online
668.67,44.0,143.0,13446.81,1,Debit,Online
80.24,53.0,58.00000000000001,8012.810000000001,3,Credit,Branch
8.65,68.0,198.0,4201.22,2,Debit,ATM
178.91,18.0,18.999999999999996,8870.89,2,Debit,ATM
115.22,27.0,107.99999999999999,906.1999999999999,0,Debit,Branch
161.63,46.0,276.0,9286.37,1,Debit,Online
542.75,70.0,63.0,2224.08,3,Credit,Branch
317.47,67.0,16.0,14639.28,4,Credit,Online
280.99,45.0,29.000000000000004,9733.59,0,Debit,Branch
24.19,29.0,28.0,2756.2,2,Debit,ATM
586.85,36.0,86.0,6655.15,2,Debit,ATM
372.41,55.0,143.0,3233.87,2,Debit,ATM
63.17,20.0,148.0,1676.57,2,Debit,ATM
383.69,54.0,285.0,8371.11,1,Debit,Online
247.16999999999996,65.0,149.0,2611.64,3,Credit,Branch
48.78,18.0,136.0,552.06,3,Credit,Branch
4.15,60.0,119.0,6017.36,3,Credit,Branch
60.989999999999995,34.0,58.00000000000001,7281.46,0,Debit,Branch
408.19,26.0,241.0,6847.47,0,Debit,Branch
524.6,58.0,75.99999999999999,13017.7,0,Debit,Branch
108.96,26.0,247.0,7597.660000000001,2,Debit,ATM
70.03,63.0,49.0,7330.31,0,Debit,Branch
124.84,52.0,79.0,6711.78,1,Debit,Online
324.04,54.0,30.0,2248.06,2,Debit,ATM
39.69,70.0,163.0,3524.68,1,Debit,Online
157.7,58.0,45.99999999999999,8332.58,3,Credit,Branch
81.27,22.0,68.00000000000001,1814.48,4,Credit,Online
193.82,37.0,176.0,3886.7699999999995,0,Debit,Branch
16.73,79.0,165.0,7591.129999999999,1,Debit,Online
474.05,57.0,214.0,1484.31,2,Debit,ATM
39.21,66.0,245.0,9385.57,2,Debit,ATM
637.75,79.0,151.99999999999997,4202.92,0,Debit,Branch
153.59,66.0,174.0,4813.12,3,Credit,Branch
186.6,18.0,139.0,9716.68,0,Debit,Branch
644.08,24.0,55.0,1980.62,5,Debit,Online
226.66,41.0,168.00000000000003,10216.25,0,Debit,Branch
305.0,22.0,222.0,944.83,2,Debit,ATM
233.1,42.0,37.0,7469.2,3,Credit,Branch
793.13,68.0,75.99999999999999,13389.16,1,Debit,Online
224.19,52.0,93.0,8475.47,2,Debit,ATM
214.83,23.0,63.0,991.6899999999999,4,Credit,ATM
163.46,63.0,111.0,6953.8,3,Credit,Branch
194.99,34.0,91.0,1370.03,0,Debit,Branch
23.4,46.0,175.0,14851.28,2,Debit,ATM
227.5,34.0,277.0,11505.35,1,Debit,Online
259.9,26.0,100.00000000000001,914.2799999999999,5,Debit,Online
59.51,36.0,55.0,9955.88,4,Credit,Online
50.63,64.0,143.0,4732.81,1,Debit,Online
1074.95,20.0,91.0,530.86,0,Debit,Branch
112.94,73.0,30.999999999999996,3807.8399999999997,4,Credit,Online
11.81,21.0,131.0,320.25,2,Debit,ATM
329.14,55.0,14.0,12033.92,0,Debit,Branch
154.24,61.0,82.0,6109.55,2,Debit,ATM
233.44,20.0,297.0,1691.88,5,Debit,Online
141.8,18.0,116.00000000000001,1697.67,2,Debit,ATM
209.03,55.0,126.0,8359.5,0,Debit,Branch
1137.63,26.0,144.0,1629.12,2,Debit,ATM
261.14,42.0,162.0,6100.08,2,Debit,ATM
101.81,45.0,105.0,13872.03,2,Debit,ATM
98.71,32.0,117.0,10095.23,2,Debit,ATM
87.38,21.0,252.0,1504.99,0,Debit,Branch
83.39,32.0,158.0,13182.11,0,Debit,Branch
267.55,46.0,40.0,4330.04,1,Debit,Online
870.05,29.0,39.0,905.2499999999999,2,Debit,ATM
154.32,38.0,269.0,6972.5,4,Credit,ATM
164.51,78.0,110.0,3553.69,0,Debit,Branch
758.12,69.0,90.0,6164.65,2,Debit,ATM
103.76,28.0,188.0,9626.14,1,Debit,Online
583.92,55.0,139.0,6364.14,1,Debit,Online
204.06,77.0,159.0,4351.83,1,Debit,Online
53.51,56.0,165.0,5773.5,1,Debit,Online
1108.46,30.0,262.0,9257.04,0,Debit,Branch
52.95,68.0,14.0,6335.58,4,Credit,Online
120.17,49.0,105.0,5403.79,2,Debit,ATM
220.8,31.0,28.0,8135.31,1,Debit,Online
119.01,45.0,87.0,9798.26,2,Debit,ATM
183.32,21.0,74.0,137.42,2,Debit,ATM
858.88,60.0,227.0,7015.46,1,Debit,Online
11.46,41.0,128.0,2356.71,4,Credit,Online
61.37,75.0,164.0,4294.44,0,Debit,Branch
103.08,49.0,150.0,9251.38,3,Credit,Branch
1.2100000000000002,55.0,196.0,7542.739999999999,0,Debit,Branch
425.18,26.0,172.0,9880.71,4,Credit,Online
60.96,52.0,238.0,6189.24,2,Debit,ATM
64.21,51.0,37.0,12540.18,2,Debit,ATM
523.02,53.0,83.0,4586.11,1,Debit,Online
50.26,65.0,164.0,1519.38,0,Debit,Branch
110.08,19.0,95.0,1447.26,0,Debit,Branch
54.47,23.0,34.0,1131.42,3,Credit,Branch
79.76,68.0,115.0,10278.75,1,Debit,Online
16.79,30.0,146.0,535.15,4,Credit,Online
1531.31,18.0,61.99999999999999,859.8599999999999,5,Debit,Online
68.62,29.0,157.0,13891.47,0,Debit,Branch
157.16,20.0,280.0,1545.77,0,Debit,Branch
643.38,18.0,105.0,1046.74,4,Credit,Online
328.34,42.0,30.999999999999996,2840.45,4,Credit,Online
72.68,69.0,44.0,6216.77,1,Debit,Online
354.76,51.0,279.0,10141.92,0,Debit,Branch
793.88,22.0,252.0,1404.06,4,Credit,ATM
29.22,27.0,69.00000000000001,7795.79,2,Debit,ATM
653.97,37.0,100.00000000000001,3886.65,5,Debit,Online
366.43,21.0,91.99999999999999,1560.45,4,Credit,Online
120.86,33.0,162.0,13566.58,1,Debit,Online
233.74,72.0,142.0,4749.54,1,Debit,Online
471.84,18.0,138.0,1044.33,2,Debit,ATM
213.4,73.0,100.00000000000001,2012.24,3,Credit,Branch
254.20999999999998,48.0,45.99999999999999,2487.2,2,Debit,ATM
577.73,37.0,63.0,14977.99,2,Debit,ATM
170.26,27.0,265.0,1969.48,2,Debit,ATM
337.73,78.0,107.0,7001.2,1,Debit,Online
330.61,64.0,113.0,2525.25,3,Credit,Branch
132.33,35.0,47.0,7457.94,4,Credit,ATM
672.74,46.0,118.0,5386.52,3,Credit,Branch
74.04,18.0,66.0,1690.23,5,Debit,Online
197.18,28.0,135.0,3114.92,5,Debit,Online
21.15,70.0,180.0,3466.74,0,Debit,Branch
218.37,62.0,105.0,9942.24,2,Debit,ATM
590.01,29.0,140.0,9791.74,1,Debit,Online
697.82,44.0,153.0,6824.0,1,Debit,Online
302.76,38.0,88.0,8583.39,2,Debit,ATM
148.0,20.0,35.0,1488.65,0,Debit,Branch
22.26,19.0,56.0,5583.88,0,Debit,Branch
0.86,25.0,139.0,1357.22,2,Debit,ATM
757.1,65.0,203.0,10553.23,0,Debit,Branch
38.81,25.0,145.0,1619.6,4,Credit,Online
76.51,49.0,120.0,9475.4,4,Credit,Online
32.46,31.0,10.0,8656.18,1,Debit,Online
1022.7499999999999,62.0,158.0,207.74,3,Credit,Branch
20.64,22.0,59.00000000000001,949.38,0,Debit,Branch
662.11,23.0,219.0,1996.38,0,Debit,Branch
288.77,55.0,110.0,8836.51,2,Debit,ATM
35.05,30.0,105.0,14330.47,0,Debit,Branch
214.73,46.0,26.0,5368.42,4,Credit,ATM
25.38,57.0,66.0,8616.05,0,Debit,Branch
617.66,41.0,40.0,5906.58,2,Debit,ATM
446.39,63.0,77.0,7863.6,2,Debit,ATM
377.92,33.0,204.0,2254.71,0,Debit,Branch
11.04,30.0,43.0,6983.04,5,Debit,Online
275.46,36.0,67.0,9697.75,2,Debit,ATM
179.76,78.0,81.0,5909.52,1,Debit,Online
32.34,44.0,45.0,7847.619999999999,0,Debit,Branch
273.92,79.0,109.0,4543.56,0,Debit,Branch
375.45,19.0,32.0,1307.23,0,Debit,Branch
388.98,23.0,155.0,1819.91,2,Debit,ATM
492.84,25.0,37.99999999999999,577.67,2,Debit,ATM
148.85,57.0,25.000000000000004,7802.360000000001,2,Debit,ATM
119.95,62.0,47.0,2596.61,3,Credit,Branch
391.66,50.0,103.0,2406.31,0,Debit,Branch
185.99,41.0,53.00000000000001,402.45,3,Credit,Branch
322.48,27.0,57.0,1238.43,2,Debit,ATM
20.27,18.0,22.0,796.3499999999999,0,Debit,Branch
280.61,47.0,129.0,7888.76,2,Debit,ATM
199.02,61.0,269.0,4658.89,2,Debit,ATM
104.23,63.0,107.99999999999999,5009.29,4,Credit,Online
353.59,52.0,109.0,1822.34,3,Credit,Branch
55.86,39.0,68.00000000000001,5346.46,1,Debit,Online
10.77,31.0,178.0,10704.95,2,Debit,ATM
95.55,33.0,51.00000000000001,2434.74,0,Debit,Branch
477.07,27.0,278.0,6568.07,5,Debit,Online
9.1,52.0,63.0,2791.45,4,Credit,Online
21.41,57.0,99.0,658.91,1,Debit,Online
278.28,28.0,26.0,1346.88,0,Debit,Branch
388.1,73.0,40.0,3022.12,4,Credit,Online
215.39,27.0,215.99999999999997,1582.55,2,Debit,ATM
194.37,66.0,161.0,14395.88,2,Debit,ATM
37.7,20.0,109.0,1741.1,2,Debit,ATM
19.59,64.0,122.0,1061.69,0,Debit,Branch
81.35,41.0,103.0,7192.45,1,Debit,Online
314.54,58.0,228.0,9923.45,3,Credit,Branch
466.64,58.0,11.0,10915.11,2,Debit,ATM
397.01,22.0,100.00000000000001,719.52,2,Debit,ATM
472.48,55.0,87.0,7128.82,0,Debit,Branch
67.15,59.0,14.0,9028.49,1,Debit,Online
102.67,79.0,119.0,4656.94,0,Debit,Branch
460.09,35.0,146.0,6990.64,4,Credit,Online
453.49,66.0,147.0,6366.43,0,Debit,Branch
267.17,26.0,170.0,1382.62,2,Debit,ATM
111.26,66.0,43.0,14350.11,2,Debit,ATM
121.17000000000002,68.0,158.0,12990.77,2,Debit,ATM
213.28,51.0,94.0,4835.91,0,Debit,Branch
187.88,60.0,180.0,2154.58,2,Debit,ATM
471.88,34.0,141.0,14833.34,4,Credit,Online
83.79,57.0,47.0,5061.3,2,Debit,ATM
212.14,72.0,105.0,7225.06,0,Debit,Branch
99.16,79.0,202.0,2607.58,1,Debit,Online
839.33,60.0,86.0,11538.97,3,Credit,Branch
29.91,76.0,43.0,2834.84,4,Credit,Online
4.24,38.0,37.99999999999999,7822.729999999999,1,Debit,Online
50.29,58.0,64.0,7604.9,4,Credit,Online
135.85,57.0,269.0,1480.39,1,Debit,Online
368.53,68.0,34.0,13696.31,0,Debit,Branch
17.95,64.0,135.0,12344.9,3,Credit,Branch
127.8,31.0,47.0,8630.99,3,Credit,Branch
16.73,45.0,48.0,2202.62,5,Debit,Online
317.12,44.0,80.0,14409.74,0,Debit,Branch
476.63,79.0,115.0,4894.25,2,Debit,ATM
156.58,24.0,160.0,8981.61,0,Debit,Branch
55.12,34.0,261.0,3791.99,4,Credit,Online
